COD_PROV,COD_IMP,COD_ACTIV,COEF_CONV_MULTI
50234,GANAN,EXENT,1.0
50234,GANAN,SERVI,1.0
50234,INGBR,EXENT,1.0
50234,SUSS,EXENT,1.0
50224,GANAN,EXENT,1.0
50224,INGBR,EXENT,1.0
50224,IVA,EXENT,1.0
50224,SUSS,EXENT,1.0
841,SUSS,EXENT,1.0
842,GANAN,VTABI,1.0
842,IVA,RESPO,1.0
842,SUSS,EXENT,1.0
843,SUSS,EXENT,1.0
844,SUSS,EXENT,1.0
845,SUSS,EXENT,1.0
1334,INGBR,A122R,1.0
846,SUSS,EXENT,1.0
847,GANAN,VTABI,1.0
847,IVA,RESPO,1.0
847,SUSS,APATR,1.0
848,GANAN,VTABI,1.0
848,IVA,RESPO,1.0
848,SUSS,APATR,1.0
849,GANAN,VTABI,1.0
849,IVA,RESPO,1.0
849,SUSS,APATR,1.0
850,GANAN,VTABI,1.0
850,IVA,RESPO,1.0
850,SUSS,APATR,1.0
50225,GANAN,EXENT,1.0
50225,INGBR,EXENT,1.0
50225,IVA,EXENT,1.0
50225,SUSS,EXENT,1.0
50226,GANAN,EXENT,1.0
50226,INGBR,EXENT,1.0
50226,IVA,EXENT,1.0
50226,SUSS,EXENT,1.0
851,GANAN,VTABI,1.0
851,IVA,RESPO,1.0
851,SUSS,APATR,1.0
852,SUSS,EXENT,1.0
853,SUSS,EXENT,1.0
854,SUSS,EXENT,1.0
855,SUSS,EXENT,1.0
856,SUSS,EXENT,1.0
857,GANAN,VTABI,1.0
857,IVA,RESPO,1.0
857,SUSS,EXENT,1.0
858,GANAN,VTABI,1.0
858,IVA,RESPO,1.0
858,SUSS,EXENT,1.0
859,SUSS,EXENT,1.0
860,GANAN,SERVI,1.0
860,IVA,RESPO,1.0
860,SUSS,APATR,1.0
50235,GANAN,EXENT,1.0
50235,INGBR,EXENT,1.0
50235,IVA,EXENT,1.0
50235,SUSS,EXENT,1.0
861,SUSS,EXENT,1.0
862,GANAN,SERVI,1.0
862,IVA,RESPO,1.0
50098,GANAN,EXENT,1.0
50098,INGBR,EXENT,1.0
50098,IVA,EXENT,1.0
901,INGBR,A122R,1.0
314,IVA,RESPO,1.0
50099,GANAN,EXENT,1.0
50099,INGBR,EXENT,1.0
50099,IVA,EXENT,1.0
50002,INGBR,EXENT,1.0
902,INGBR,A122R,1.0
903,INGBR,A122R,1.0
904,INGBR,A122R,1.0
319,GANAN,VTABI,1.0
319,IVA,RESPO,1.0
50100,GANAN,EXENT,1.0
50100,INGBR,EXENT,1.0
50100,IVA,EXENT,1.0
320,GANAN,VTABI,1.0
320,IVA,RESPO,1.0
321,GANAN,VTABI,1.0
321,IVA,RESPO,1.0
309,GANAN,LOCOB,1.0
322,IVA,RESPO,1.0
50101,GANAN,EXENT,1.0
50101,INGBR,EXENT,1.0
50101,IVA,EXENT,1.0
328,GANAN,SERVI,1.0
328,IVA,RESPO,1.0
328,GANAN,VTABI,1.0
329,GANAN,VTABI,1.0
329,IVA,RESPO,1.0
330,GANAN,VTABI,1.0
330,IVA,RESPO,1.0
50102,GANAN,EXENT,1.0
50102,IVA,EXENT,1.0
50103,GANAN,EXENT,1.0
50103,IVA,EXENT,1.0
332,GANAN,VTABI,1.0
332,IVA,RESPO,1.0
333,GANAN,VTABI,1.0
333,IVA,RESPO,1.0
50104,GANAN,EXENT,1.0
50104,INGBR,EXENT,1.0
50104,IVA,EXENT,1.0
335,GANAN,SERVI,1.0
336,GANAN,VTABI,1.0
336,IVA,RESPO,1.0
335,IVA,RESPO,1.0
341,GANAN,SERVI,1.0
341,IVA,RESPO,1.0
342,GANAN,VTABI,1.0
342,IVA,RESPO,1.0
50105,GANAN,EXENT,1.0
50105,INGBR,EXENT,1.0
50105,IVA,EXENT,1.0
905,INGBR,A122R,1.0
345,GANAN,VTABI,1.0
345,IVA,RESPO,1.0
50106,GANAN,EXENT,1.0
50106,INGBR,EXENT,1.0
50106,IVA,EXENT,1.0
346,GANAN,VTABI,1.0
50107,GANAN,EXENT,1.0
50107,INGBR,EXENT,1.0
50107,IVA,EXENT,1.0
50108,GANAN,EXENT,1.0
50108,INGBR,EXENT,1.0
50108,IVA,EXENT,1.0
348,GANAN,VTABI,1.0
350,GANAN,SERVI,1.0
350,IVA,RESPO,1.0
351,GANAN,VTABI,1.0
351,IVA,RESPO,1.0
348,IVA,RESPO,1.0
353,GANAN,VTABI,1.0
353,IVA,RESPO,1.0
354,GANAN,VTABI,1.0
354,IVA,RESPO,1.0
355,GANAN,SERVI,1.0
355,IVA,RESPO,1.0
356,GANAN,VTABI,1.0
356,IVA,RESPO,1.0
357,GANAN,SERVI,1.0
906,INGBR,A122R,1.0
358,GANAN,VTABI,1.0
358,IVA,RESPO,1.0
359,GANAN,VTABI,1.0
359,IVA,RESPO,1.0
907,INGBR,A122R,1.0
361,GANAN,VTABI,1.0
361,IVA,RESPO,1.0
362,GANAN,VTABI,1.0
362,IVA,RESPO,1.0
363,GANAN,VTABI,1.0
363,IVA,RESPO,1.0
50109,GANAN,EXENT,1.0
50109,INGBR,EXENT,1.0
50109,IVA,EXENT,1.0
365,GANAN,EXENT,1.0
365,IVA,EXENT,1.0
50110,GANAN,EXENT,1.0
50110,INGBR,EXENT,1.0
50110,IVA,EXENT,1.0
366,GANAN,SERVI,1.0
366,IVA,RESPO,1.0
367,GANAN,VTABI,1.0
367,IVA,RESPO,1.0
369,GANAN,VTABI,1.0
369,IVA,RESPO,1.0
371,GANAN,SERVI,1.0
371,IVA,RESPO,1.0
372,GANAN,VTABI,1.0
372,IVA,RESPO,1.0
375,GANAN,VTABI,1.0
375,IVA,RESPO,1.0
908,INGBR,A122R,1.0
50111,GANAN,EXENT,1.0
50111,INGBR,EXENT,1.0
50111,IVA,EXENT,1.0
50112,GANAN,EXENT,1.0
50112,INGBR,EXENT,1.0
50112,IVA,EXENT,1.0
378,IVA,RESPO,1.0
379,GANAN,VTABI,1.0
379,IVA,RESPO,1.0
380,GANAN,VTABI,1.0
380,IVA,RESPO,1.0
381,GANAN,VTABI,1.0
382,IVA,EXENT,1.0
383,GANAN,VTABI,1.0
383,IVA,RESPO,1.0
384,GANAN,VTABI,1.0
384,IVA,RESPO,1.0
385,GANAN,VTABI,1.0
385,IVA,RESPO,1.0
386,GANAN,VTABI,1.0
386,IVA,RESPO,1.0
387,GANAN,VTABI,1.0
387,IVA,RESPO,1.0
50113,GANAN,EXENT,1.0
50113,INGBR,EXENT,1.0
50113,IVA,EXENT,1.0
390,GANAN,SERVI,1.0
390,IVA,RESPO,1.0
50114,GANAN,EXENT,1.0
50114,INGBR,EXENT,1.0
50114,IVA,EXENT,1.0
392,GANAN,VTABI,1.0
392,IVA,RESPO,1.0
393,GANAN,VTABI,1.0
393,IVA,RESPO,1.0
394,IVA,RESPO,1.0
378,GANAN,SERVI,1.0
394,GANAN,VTABI,1.0
395,GANAN,SERVI,1.0
395,IVA,RESPO,1.0
396,GANAN,VTABI,1.0
396,IVA,RESPO,1.0
50119,GANAN,EXENT,1.0
50117,GANAN,HONOR,1.0
50117,IVA,EXENT,1.0
50116,GANAN,HONOR,1.0
50115,GANAN,HONOR,1.0
50115,IVA,EXENT,1.0
50116,IVA,EXENT,1.0
50118,GANAN,HONOR,1.0
50119,INGBR,EXENT,1.0
50119,IVA,EXENT,1.0
50120,GANAN,EXENT,1.0
50120,INGBR,EXENT,1.0
50120,IVA,EXENT,1.0
400,GANAN,SERVI,1.0
400,IVA,EXENT,1.0
401,GANAN,VTABI,1.0
991,INGBR,A122R,1.0
401,IVA,RESPO,1.0
402,GANAN,VTABI,1.0
402,IVA,RESPO,1.0
50121,GANAN,EXENT,1.0
50121,INGBR,EXENT,1.0
50121,IVA,EXENT,1.0
405,GANAN,VTABI,1.0
405,IVA,RESPO,1.0
50122,GANAN,EXENT,1.0
50122,INGBR,EXENT,1.0
50122,IVA,EXENT,1.0
406,GANAN,VTABI,1.0
406,IVA,RESPO,1.0
407,GANAN,VTABI,1.0
407,IVA,RESPO,1.0
50123,GANAN,EXENT,1.0
50123,INGBR,EXENT,1.0
50123,IVA,EXENT,1.0
50124,GANAN,EXENT,1.0
50124,INGBR,EXENT,1.0
50124,IVA,EXENT,1.0
50125,GANAN,EXENT,1.0
50125,INGBR,EXENT,1.0
50125,IVA,EXENT,1.0
409,GANAN,VTABI,1.0
409,IVA,RESPO,1.0
909,INGBR,A122R,1.0
910,INGBR,A122R,1.0
911,INGBR,A122R,1.0
912,INGBR,A122R,1.0
913,INGBR,A122R,1.0
914,INGBR,A122R,1.0
915,INGBR,A122R,1.0
916,INGBR,A122R,1.0
917,INGBR,A122R,1.0
918,INGBR,A122R,1.0
919,INGBR,A122R,1.0
920,INGBR,A122R,1.0
921,INGBR,A122R,1.0
922,INGBR,A122R,1.0
923,INGBR,A122R,1.0
924,INGBR,A122R,1.0
925,INGBR,A122R,1.0
926,INGBR,A122R,1.0
927,INGBR,A122R,1.0
928,INGBR,A122R,1.0
929,INGBR,A122R,1.0
930,INGBR,A122R,1.0
931,INGBR,A122R,1.0
932,INGBR,A122R,1.0
933,INGBR,A122R,1.0
934,INGBR,A122R,1.0
935,INGBR,A122R,1.0
936,INGBR,A122R,1.0
937,INGBR,A122R,1.0
938,INGBR,A122R,1.0
939,INGBR,A122R,1.0
940,INGBR,A122R,1.0
941,INGBR,A122R,1.0
942,INGBR,A122R,1.0
943,INGBR,A122R,1.0
944,INGBR,A122R,1.0
945,INGBR,A122R,1.0
946,INGBR,A122R,1.0
947,INGBR,A122R,1.0
948,INGBR,A122R,1.0
949,INGBR,A122R,1.0
950,INGBR,A122R,1.0
951,INGBR,A122R,1.0
952,INGBR,A122R,1.0
953,INGBR,A122R,1.0
954,INGBR,A122R,1.0
955,INGBR,A122R,1.0
956,INGBR,A122R,1.0
957,INGBR,A122R,1.0
958,INGBR,A122R,1.0
959,INGBR,A122R,1.0
960,INGBR,A122R,1.0
961,INGBR,A122R,1.0
962,INGBR,A122R,1.0
963,INGBR,A122R,1.0
964,INGBR,A122R,1.0
965,INGBR,A122R,1.0
966,INGBR,A122R,1.0
967,INGBR,A122R,1.0
968,INGBR,A122R,1.0
969,INGBR,A122R,1.0
970,INGBR,A122R,1.0
971,INGBR,A122R,1.0
972,INGBR,A122R,1.0
973,INGBR,A122R,1.0
974,INGBR,A122R,1.0
975,INGBR,A122R,1.0
976,INGBR,A122R,1.0
977,INGBR,A122R,1.0
978,INGBR,A122R,1.0
979,INGBR,A122R,1.0
980,INGBR,A122R,1.0
981,INGBR,A122R,1.0
982,INGBR,A122R,1.0
983,INGBR,A122R,1.0
984,INGBR,A122R,1.0
985,INGBR,A122R,1.0
986,INGBR,A122R,1.0
987,INGBR,A122R,1.0
988,INGBR,A122R,1.0
989,INGBR,A122R,1.0
990,INGBR,A122R,1.0
410,IVA,RESPO,1.0
50126,GANAN,EXENT,1.0
50126,INGBR,EXENT,1.0
50126,IVA,EXENT,1.0
50127,GANAN,EXENT,1.0
50127,INGBR,EXENT,1.0
50127,IVA,EXENT,1.0
50128,GANAN,EXENT,1.0
50128,INGBR,EXENT,1.0
50128,IVA,EXENT,1.0
412,GANAN,SERVI,1.0
412,IVA,RESPO,1.0
992,INGBR,A122R,1.0
414,GANAN,VTABI,1.0
414,IVA,RESPO,1.0
415,GANAN,SERVI,1.0
415,IVA,RESPO,1.0
993,INGBR,A122R,1.0
416,IVA,RESPO,1.0
50129,GANAN,EXENT,1.0
50129,INGBR,EXENT,1.0
50129,IVA,EXENT,1.0
418,GANAN,VTABI,1.0
418,IVA,RESPO,1.0
420,GANAN,SERVI,1.0
420,IVA,RESPO,1.0
421,GANAN,VTABI,1.0
421,IVA,RESPO,1.0
423,GANAN,VTABI,1.0
423,IVA,RNINS,1.0
5129,GANAN,EXENT,1.0
5129,INGBR,EXENT,1.0
5129,IVA,EXENT,1.0
427,GANAN,VTABI,1.0
427,IVA,RESPO,1.0
429,GANAN,SERVI,1.0
429,IVA,RESPO,1.0
430,GANAN,SERVI,1.0
430,IVA,RESPO,1.0
431,GANAN,VTABI,1.0
431,IVA,RESPO,1.0
433,GANAN,VTABI,1.0
433,IVA,RESPO,1.0
994,INGBR,A122R,1.0
437,GANAN,VTABI,1.0
437,IVA,RESPO,1.0
438,GANAN,VTABI,1.0
438,IVA,RESPO,1.0
441,GANAN,VTABI,1.0
441,IVA,RESPO,1.0
442,GANAN,VTABI,1.0
442,IVA,RESPO,1.0
443,GANAN,VTABI,1.0
995,INGBR,A122R,1.0
445,GANAN,VTABI,1.0
445,IVA,RESPO,1.0
447,GANAN,VTABI,1.0
447,IVA,RESPO,1.0
452,GANAN,VTABI,1.0
452,IVA,RESPO,1.0
453,GANAN,VTABI,1.0
453,IVA,RESPO,1.0
50131,GANAN,EXENT,1.0
50131,INGBR,EXENT,1.0
50131,IVA,EXENT,1.0
5132,GANAN,EXENT,1.0
5132,IVA,EXENT,1.0
454,GANAN,VTABI,1.0
454,IVA,RESPO,1.0
455,GANAN,VTABI,1.0
455,IVA,RESPO,1.0
456,GANAN,VTABI,1.0
456,IVA,RESPO,1.0
457,GANAN,SERVI,1.0
457,GANAN,VTABI,1.0
457,IVA,RESPO,1.0
458,GANAN,VTABI,1.0
458,IVA,RESPO,1.0
459,GANAN,VTABI,1.0
459,IVA,RESPO,1.0
460,GANAN,VTABI,1.0
460,IVA,EXENT,1.0
461,GANAN,SERVI,1.0
461,IVA,RESPO,1.0
50132,GANAN,EXENT,1.0
50132,INGBR,EXENT,1.0
50132,IVA,EXENT,1.0
465,GANAN,VTABI,1.0
465,IVA,RESPO,1.0
50133,GANAN,EXENT,1.0
50133,INGBR,EXENT,1.0
50133,IVA,EXENT,1.0
466,GANAN,SERVI,1.0
466,IVA,RESPO,1.0
468,GANAN,EXENT,1.0
468,IVA,EXENT,1.0
469,GANAN,VTABI,1.0
469,IVA,RESPO,1.0
996,INGBR,A122R,1.0
472,GANAN,VTABI,1.0
472,IVA,RESPO,1.0
50134,GANAN,EXENT,1.0
50134,INGBR,EXENT,1.0
50134,IVA,EXENT,1.0
473,GANAN,VTABI,1.0
473,IVA,RESPO,1.0
475,GANAN,VTABI,1.0
475,IVA,RESPO,1.0
476,GANAN,EXENT,1.0
476,IVA,EXENT,1.0
50135,GANAN,EXENT,1.0
50135,IVA,EXENT,1.0
50136,GANAN,EXENT,1.0
50136,INGBR,EXENT,1.0
50136,IVA,EXENT,1.0
479,GANAN,SERVI,1.0
479,IVA,EXENT,1.0
480,GANAN,VTABI,1.0
480,IVA,RESPO,1.0
50137,GANAN,EXENT,1.0
50137,INGBR,EXENT,1.0
50137,IVA,EXENT,1.0
481,GANAN,HONOR,1.0
481,IVA,EXENT,1.0
50138,GANAN,EXENT,1.0
50138,INGBR,EXENT,1.0
50138,IVA,EXENT,1.0
50139,GANAN,EXENT,1.0
50139,INGBR,EXENT,1.0
50139,IVA,EXENT,1.0
482,GANAN,VTABI,1.0
482,IVA,EXENT,1.0
50140,GANAN,EXENT,1.0
50140,INGBR,EXENT,1.0
50140,IVA,EXENT,1.0
50141,GANAN,EXENT,1.0
50141,INGBR,EXENT,1.0
50141,IVA,EXENT,1.0
50142,GANAN,EXENT,1.0
50142,INGBR,EXENT,1.0
50142,IVA,EXENT,1.0
50143,GANAN,EXENT,1.0
50143,INGBR,EXENT,1.0
50143,IVA,EXENT,1.0
484,GANAN,VTABI,1.0
484,IVA,RESPO,1.0
487,GANAN,VTABI,1.0
487,IVA,RESPO,1.0
488,GANAN,VTABI,1.0
488,IVA,EXENT,1.0
50144,GANAN,EXENT,1.0
50144,IVA,EXENT,1.0
489,GANAN,VTABI,1.0
489,IVA,RESPO,1.0
490,GANAN,VTABI,1.0
490,IVA,RESPO,1.0
491,GANAN,VTABI,1.0
491,IVA,RESPO,1.0
492,GANAN,VTABI,1.0
492,IVA,RESPO,1.0
50145,GANAN,EXENT,1.0
50145,IVA,EXENT,1.0
493,GANAN,VTABI,1.0
493,IVA,RESPO,1.0
50146,GANAN,EXENT,1.0
50146,INGBR,EXENT,1.0
50146,IVA,EXENT,1.0
50147,GANAN,EXENT,1.0
50147,IVA,EXENT,1.0
497,GANAN,VTABI,1.0
497,IVA,RESPO,1.0
499,IVA,RESPO,1.0
501,GANAN,SERVI,1.0
499,GANAN,VTABI,1.0
501,IVA,RESPO,1.0
502,GANAN,HONOR,1.0
502,IVA,RESPO,1.0
503,GANAN,SERVI,1.0
503,IVA,RESPO,1.0
504,GANAN,VTABI,1.0
504,IVA,RESPO,1.0
506,GANAN,VTABI,1.0
506,IVA,RESPO,1.0
507,GANAN,VTABI,1.0
507,IVA,RESPO,1.0
50148,GANAN,EXENT,1.0
50148,INGBR,EXENT,1.0
50148,IVA,EXENT,1.0
509,GANAN,VTABI,1.0
509,IVA,RESPO,1.0
510,GANAN,VTABI,1.0
510,IVA,RESPO,1.0
513,GANAN,VTABI,1.0
513,IVA,RESPO,1.0
514,GANAN,VTABI,1.0
514,IVA,RESPO,1.0
516,GANAN,SERVI,1.0
3,GANAN,VTABI,1.0
3,IVA,RESPO,1.0
997,INGBR,A122R,1.0
4,GANAN,EXENT,1.0
998,INGBR,A122R,1.0
999,INGBR,A122R,1.0
1000,INGBR,A122R,1.0
1001,INGBR,A122R,1.0
1002,INGBR,A122R,1.0
1003,INGBR,A122R,1.0
1004,INGBR,A122R,1.0
1005,INGBR,A122R,1.0
1006,INGBR,A122R,1.0
1007,INGBR,A122R,1.0
1008,INGBR,A122R,1.0
1009,INGBR,A122R,1.0
1010,INGBR,A122R,1.0
1011,INGBR,A122R,1.0
1012,INGBR,A122R,1.0
1013,INGBR,A122R,1.0
1014,INGBR,A122R,1.0
1015,INGBR,A122R,1.0
1016,INGBR,A122R,1.0
1017,INGBR,A122R,1.0
1018,INGBR,A122R,1.0
1019,INGBR,A122R,1.0
1020,INGBR,A122R,1.0
1021,INGBR,A122R,1.0
1022,INGBR,A122R,1.0
1023,INGBR,A122R,1.0
1024,INGBR,A122R,1.0
1025,INGBR,A122R,1.0
1026,INGBR,A122R,1.0
1027,INGBR,A122R,1.0
1028,INGBR,A122R,1.0
1029,INGBR,A122R,1.0
1030,INGBR,A122R,1.0
1031,INGBR,A122R,1.0
1032,INGBR,A122R,1.0
1033,INGBR,A122R,1.0
1034,INGBR,A122R,1.0
1035,INGBR,A122R,1.0
1036,INGBR,A122R,1.0
1037,INGBR,A122R,1.0
1038,INGBR,A122R,1.0
1039,INGBR,A122R,1.0
1040,INGBR,A122R,1.0
1041,INGBR,A122R,1.0
1042,INGBR,A122R,1.0
1043,INGBR,A122R,1.0
1044,INGBR,A122R,1.0
1045,INGBR,A122R,1.0
1046,INGBR,A122R,1.0
1047,INGBR,A122R,1.0
1048,INGBR,A122R,1.0
1049,INGBR,A122R,1.0
1050,INGBR,A122R,1.0
1051,INGBR,A122R,1.0
1052,INGBR,A122R,1.0
1053,INGBR,A122R,1.0
1054,INGBR,A122R,1.0
1055,INGBR,A122R,1.0
1056,INGBR,A122R,1.0
1057,INGBR,A122R,1.0
1058,INGBR,A122R,1.0
1059,INGBR,A122R,1.0
1060,INGBR,A122R,1.0
1061,INGBR,A122R,1.0
1062,INGBR,A122R,1.0
1063,INGBR,A122R,1.0
1064,INGBR,A122R,1.0
1065,INGBR,A122R,1.0
1066,INGBR,A122R,1.0
1067,INGBR,A122R,1.0
1068,INGBR,A122R,1.0
1069,INGBR,A122R,1.0
1070,INGBR,A122R,1.0
1071,INGBR,A122R,1.0
1072,INGBR,A122R,1.0
1073,INGBR,A122R,1.0
1074,INGBR,A122R,1.0
1075,INGBR,A122R,1.0
1076,INGBR,A122R,1.0
1077,INGBR,A122R,1.0
1078,INGBR,A122R,1.0
1079,INGBR,A122R,1.0
1080,INGBR,A122R,1.0
4,IVA,RESPO,1.0
5,GANAN,VTABI,1.0
5,IVA,RESPO,1.0
6,GANAN,EXENT,1.0
6,IVA,RESPO,1.0
7,IVA,RESPO,1.0
8,GANAN,VTABI,1.0
8,IVA,RNINS,1.0
11,IVA,RNINS,1.0
10,GANAN,VTABI,1.0
10,IVA,RESPO,1.0
14,IVA,RESPO,1.0
12,GANAN,SERVI,1.0
12,IVA,RESPO,1.0
15,IVA,RESPO,1.0
18,IVA,RESPO,1.0
17,IVA,RESPO,1.0
19,IVA,RESPO,1.0
1081,INGBR,A122R,1.0
20,IVA,RESPO,1.0
22,GANAN,VTABI,1.0
22,IVA,RESPO,1.0
23,GANAN,VTABI,1.0
23,IVA,RNINS,1.0
1082,INGBR,A122R,1.0
1083,INGBR,A122R,1.0
26,GANAN,EXENT,1.0
26,IVA,RESPO,1.0
28,GANAN,VTABI,1.0
28,IVA,RESPO,1.0
1084,INGBR,A122R,1.0
500,GANAN,EXENT,1.0
500,INGBR,EXENT,1.0
500,IVA,EXENT,1.0
50003,GANAN,EXENT,1.0
50003,INGBR,EXENT,1.0
50003,IVA,EXENT,1.0
30,GANAN,COMPU,1.0
30,GANAN,VTABI,1.0
1085,INGBR,A122R,1.0
32,GANAN,VTABI,1.0
32,IVA,RESPO,1.0
33,GANAN,EXENT,1.0
1086,INGBR,A122R,1.0
1087,INGBR,A122R,1.0
34,GANAN,EXENT,1.0
34,IVA,EXENT,1.0
36,GANAN,COMPU,1.0
36,IVA,RESPO,1.0
941,IVA,RESPO,1.0
941,SUSS,APATR,1.0
942,GANAN,VTABI,1.0
942,IVA,RESPO,1.0
942,SUSS,EXENT,1.0
943,SUSS,EXENT,1.0
1405,INGBR,A122R,1.0
944,SUSS,APATR,1.0
945,GANAN,VTABI,1.0
945,IVA,RESPO,1.0
945,SUSS,APATR,1.0
50257,GANAN,EXENT,1.0
50257,INGBR,EXENT,1.0
50257,IVA,EXENT,1.0
50257,SUSS,EXENT,1.0
946,SUSS,EXENT,1.0
947,SUSS,EXENT,1.0
948,SUSS,EXENT,1.0
949,GANAN,VTABI,1.0
949,IVA,RESPO,1.0
949,SUSS,APATR,1.0
949,GANAN,SERVI,1.0
950,GANAN,VTABI,1.0
950,IVA,RESPO,1.0
950,SUSS,APATR,1.0
951,GANAN,VTABI,1.0
951,IVA,RESPO,1.0
951,SUSS,APATR,1.0
952,SUSS,EXENT,1.0
50258,GANAN,EXENT,1.0
50258,INGBR,EXENT,1.0
50258,IVA,EXENT,1.0
50258,SUSS,EXENT,1.0
953,SUSS,EXENT,1.0
954,GANAN,VTABI,1.0
954,IVA,RESPO,1.0
954,SUSS,APATR,1.0
50259,GANAN,EXENT,1.0
50259,INGBR,EXENT,1.0
50259,IVA,EXENT,1.0
50259,SUSS,EXENT,1.0
50260,GANAN,EXENT,1.0
50260,INGBR,EXENT,1.0
50260,IVA,EXENT,1.0
50260,SUSS,EXENT,1.0
50261,GANAN,EXENT,1.0
50261,INGBR,EXENT,1.0
50261,IVA,EXENT,1.0
50261,SUSS,EXENT,1.0
50262,GANAN,EXENT,1.0
50262,INGBR,EXENT,1.0
50262,IVA,EXENT,1.0
50262,SUSS,EXENT,1.0
50263,GANAN,EXENT,1.0
50263,INGBR,EXENT,1.0
50263,IVA,EXENT,1.0
50263,SUSS,EXENT,1.0
955,GANAN,SERVI,1.0
955,IVA,EXENT,1.0
955,SUSS,EXENT,1.0
50264,GANAN,EXENT,1.0
50264,INGBR,EXENT,1.0
50264,IVA,EXENT,1.0
50264,SUSS,EXENT,1.0
956,GANAN,SERVI,1.0
956,IVA,RESPO,1.0
956,SUSS,EXENT,1.0
957,SUSS,EXENT,1.0
958,GANAN,SERVI,1.0
958,IVA,RESPO,1.0
958,SUSS,EXENT,1.0
50265,GANAN,EXENT,1.0
50265,INGBR,EXENT,1.0
50265,IVA,EXENT,1.0
50265,SUSS,EXENT,1.0
50266,GANAN,EXENT,1.0
50266,INGBR,EXENT,1.0
50266,IVA,EXENT,1.0
50266,SUSS,EXENT,1.0
50267,GANAN,EXENT,1.0
50267,INGBR,EXENT,1.0
50267,IVA,EXENT,1.0
50267,SUSS,EXENT,1.0
959,GANAN,VTABI,1.0
959,IVA,RESPO,1.0
959,SUSS,APATR,1.0
960,GANAN,VTABI,1.0
960,IVA,RESPO,1.0
960,SUSS,EXENT,1.0
961,SUSS,EXENT,1.0
962,SUSS,EXENT,1.0
963,SUSS,EXENT,1.0
964,SUSS,EXENT,1.0
965,GANAN,SERVI,1.0
965,IVA,RESPO,1.0
965,SUSS,EXENT,1.0
966,GANAN,SERVI,1.0
966,IVA,RESPO,1.0
966,SUSS,APATR,1.0
967,GANAN,VTABI,1.0
967,SUSS,APATR,1.0
968,SUSS,EXENT,1.0
969,GANAN,SERVI,1.0
969,IVA,RESPO,1.0
969,SUSS,APATR,1.0
970,GANAN,VTABI,1.0
516,IVA,RESPO,1.0
50149,GANAN,EXENT,1.0
50149,INGBR,EXENT,1.0
50149,IVA,EXENT,1.0
517,GANAN,VTABI,1.0
517,IVA,RESPO,1.0
522,GANAN,VTABI,1.0
522,IVA,RESPO,1.0
50150,GANAN,EXENT,1.0
50150,INGBR,EXENT,1.0
1406,INGBR,A122R,1.0
1407,INGBR,A122R,1.0
1408,INGBR,A122R,1.0
1409,INGBR,A122R,1.0
1410,INGBR,A122R,1.0
1411,INGBR,A122R,1.0
1412,INGBR,A122R,1.0
1413,INGBR,A122R,1.0
1414,INGBR,A122R,1.0
1415,INGBR,A122R,1.0
1416,INGBR,A122R,1.0
1417,INGBR,A122R,1.0
1418,INGBR,A122R,1.0
1419,INGBR,A122R,1.0
1420,INGBR,A122R,1.0
1421,INGBR,A122R,1.0
1422,INGBR,A122R,1.0
1423,INGBR,A122R,1.0
1424,INGBR,A122R,1.0
1425,INGBR,A122R,1.0
1426,INGBR,A122R,1.0
1427,INGBR,A122R,1.0
1428,INGBR,A122R,1.0
1429,INGBR,A122R,1.0
1430,INGBR,A122R,1.0
1431,INGBR,A122R,1.0
1432,INGBR,A122R,1.0
1433,INGBR,A122R,1.0
1434,INGBR,A122R,1.0
1435,INGBR,A122R,1.0
1436,INGBR,A122R,1.0
1437,INGBR,A122R,1.0
1438,INGBR,A122R,1.0
1439,INGBR,A122R,1.0
1440,INGBR,A122R,1.0
1441,INGBR,A122R,1.0
1442,INGBR,A122R,1.0
1443,INGBR,A122R,1.0
1444,INGBR,A122R,1.0
1445,INGBR,A122R,1.0
1446,INGBR,A122R,1.0
1447,INGBR,A122R,1.0
1448,INGBR,A122R,1.0
1449,INGBR,A122R,1.0
1450,INGBR,A122R,1.0
1451,INGBR,A122R,1.0
1452,INGBR,A122R,1.0
1453,INGBR,A122R,1.0
1454,INGBR,A122R,1.0
1455,INGBR,A122R,1.0
1456,INGBR,A122R,1.0
1457,INGBR,A122R,1.0
1458,INGBR,A122R,1.0
1459,INGBR,A122R,1.0
1460,INGBR,A122R,1.0
1461,INGBR,A122R,1.0
1462,INGBR,A122R,1.0
1463,INGBR,A122R,1.0
678,IVA,RESPO,1.0
678,SUSS,APATR,1.0
50184,GANAN,EXENT,1.0
50184,INGBR,EXENT,1.0
50184,IVA,EXENT,1.0
50184,SUSS,EXENT,1.0
50183,GANAN,EXENT,1.0
50183,INGBR,EXENT,1.0
50183,IVA,EXENT,1.0
50183,SUSS,EXENT,1.0
50185,GANAN,EXENT,1.0
50185,IVA,EXENT,1.0
50185,SUSS,EXENT,1.0
50186,GANAN,EXENT,1.0
50186,SUSS,EXENT,1.0
50187,GANAN,EXENT,1.0
50187,SUSS,EXENT,1.0
50188,GANAN,EXENT,1.0
50188,SUSS,EXENT,1.0
679,SUSS,EXENT,1.0
680,GANAN,SERVI,1.0
680,GANAN,VTABI,1.0
680,IVA,RESPO,1.0
680,SUSS,APATR,1.0
681,GANAN,VTABI,1.0
681,IVA,RESPO,1.0
681,SUSS,APATR,1.0
682,GANAN,VTABI,1.0
